draw_no,first_prize,second_prize_1,second_prize_2,second_prize_3,city,draw_date,rolling_mean_first_prize_10,rolling_std_first_prize_10,rolling_entropy_first_prize_10,rolling_runs_first_prize_10,rolling_digit_dominance_first_prize_10,rolling_mean_second_prize_1_10,rolling_std_second_prize_1_10,rolling_entropy_second_prize_1_10,rolling_runs_second_prize_1_10,rolling_digit_dominance_second_prize_1_10,rolling_mean_second_prize_2_10,rolling_std_second_prize_2_10,rolling_entropy_second_prize_2_10,rolling_runs_second_prize_2_10,rolling_digit_dominance_second_prize_2_10,rolling_mean_second_prize_3_10,rolling_std_second_prize_3_10,rolling_entropy_second_prize_3_10,rolling_runs_second_prize_3_10,rolling_digit_dominance_second_prize_3_10,rolling_mean,rolling_std,rolling_entropy,rolling_runs,rolling_digit_dominance,first_prize_last_digit,first_prize_prev_last_digit,first_prize_transition_prob,first_prize_transition_surprise,second_prize_1_last_digit,second_prize_1_prev_last_digit,second_prize_1_transition_prob,second_prize_1_transition_surprise,second_prize_2_last_digit,second_prize_2_prev_last_digit,second_prize_2_transition_prob,second_prize_2_transition_surprise,second_prize_3_last_digit,second_prize_3_prev_last_digit,second_prize_3_transition_prob,second_prize_3_transition_surprise,last_digit,prev_last_digit,transition_prob,transition_surprise,expected_surprise,surprise_residual,surprise_zscore,is_anomaly
70,58047,130872,158358,623603,Peshawar,2017-04-17,454250.5,345429.7796691504,1.8343719702816235,10.0,2.0,153799.8,170204.84937718752,1.6957425341696344,10.0,2.0,466609.1,222182.67235540415,1.7480673485460891,10.0,1.0,786088.0,166678.53598269142,1.3592367006650066,10.0,4.0,454250.5,345429.7796691504,1.8343719702816235,10.0,2.0,7,5.0,0.3333333333333333,1.0986122886681098,2,7.0,0.08333333333333333,2.4849066497880004,8,9.0,0.375,0.9808292530117262,3,3.0,0.1,2.3025850929940455,7,5.0,0.3333333333333333,1.0986122886681098,1.5396548995876675,-0.44104261091955776,-0.8381311696299981,0
69,494769,117001,657258,902389,Faisalabad,2017-01-16,487611.6,329731.2878178904,1.6957425341696346,10.0,2.0,145012.2,169541.9544759087,1.6094379124341,10.0,3.0,506107.3,216866.61756790613,1.6957425341696344,10.0,2.0,814363.7,159115.18531348437,1.3592367006650063,10.0,4.0,487611.6,329731.2878178904,1.6957425341696346,10.0,2.0,9,7.0,0.3,1.2039728043259361,1,2.0,0.1111111111111111,2.1972245773362196,8,8.0,0.11764705882352941,2.1400661634962708,9,3.0,0.1,2.3025850929940455,9,7.0,0.3,1.2039728043259361,1.5214227439082721,-0.317449939582336,-0.593134722817706,0
68,381865,588975,626365,643557,Quetta,2016-10-17,457568.2,323652.35127140844,1.6094379124341,10.0,3.0,203522.2,211252.69926154523,1.6094379124341,10.0,3.0,502383.5,214164.6615637655,1.8343719702816235,10.0,2.0,780357.1,155213.29749337424,1.470808476322111,10.0,3.0,457568.2,323652.35127140844,1.6094379124341,10.0,3.0,5,9.0,0.125,2.0794415416798357,5,1.0,0.1111111111111111,2.1972245773362196,5,8.0,0.23529411764705882,1.4469189829363254,7,9.0,0.2,1.6094379124341003,5,9.0,0.125,2.0794415416798357,1.5907374619642667,0.48870407971556906,0.8725776324936801,0
67,370297,32890,166996,757992,Muzaffarabad,2016-07-18,446619.9,324667.6669924528,1.4184836619456564,10.0,3.0,194650.1,216863.5228573491,1.8343719702816235,10.0,2.0,496765.9,222862.35400426472,1.8343719702816235,10.0,2.0,800841.2,133957.75111811282,1.6094379124341003,10.0,3.0,446619.9,324667.6669924528,1.4184836619456564,10.0,3.0,7,5.0,0.3333333333333333,1.0986122886681098,0,5.0,0.07692307692307693,2.5649493574615367,6,5.0,0.14285714285714285,1.9459101490553135,2,7.0,0.16666666666666666,1.791759469228055,7,5.0,0.3333333333333333,1.0986122886681098,1.4926545366630941,-0.39404224799498433,-0.715422494480903,0
66,326499,140244,295557,945590,Karachi,2016-04-15,382878.2,269750.003246957,1.2798542258336676,10.0,3.0,199009.4,215105.72415194655,2.0253262207700673,10.0,1.0,458437.8,221021.1148373737,2.0253262207700677,10.0,1.0,811837.5,141435.1397655478,1.7480673485460896,10.0,3.0,382878.2,269750.003246957,1.2798542258336676,10.0,3.0,9,7.0,0.3,1.2039728043259361,4,0.0,0.14285714285714285,1.9459101490553135,7,6.0,0.07142857142857142,2.639057329615259,0,2.0,0.18181818181818182,1.7047480922384253,9,7.0,0.3,1.2039728043259361,1.5214227439082721,-0.317449939582336,-0.6055834636814611,0
65,805734,657119,796232,916826,Rawalpindi,2016-01-15,426039.1,300922.1668399581,1.5047882836811908,10.0,2.0,264055.1,246529.62533422493,2.0253262207700677,10.0,1.0,482581.4,244641.20745659797,2.0253262207700673,10.0,1.0,807701.8,137222.29672307483,1.9730014063936125,10.0,2.0,426039.1,300922.1668399581,1.5047882836811908,10.0,2.0,4,9.0,0.125,2.0794415416798357,9,4.0,0.4444444444444444,0.8109302162163288,2,7.0,0.125,2.0794415416798357,6,0.0,0.4,0.916290731874155,4,9.0,0.125,2.0794415416798357,1.5684231068328458,0.5110184348469899,0.9236837037369198,0
64,982732,27902,550367,838001,Hyderabad,2015-10-15,516070.0,320722.56713794806,1.5047882836811908,10.0,2.0,248798.4,256784.75358954712,2.0253262207700673,10.0,1.0,499187.9,242858.48008731796,2.0253262207700677,10.0,1.0,830312.8,118758.96568521582,1.9730014063936125,10.0,2.0,516070.0,320722.56713794806,1.5047882836811908,10.0,2.0,2,4.0,0.15384615384615385,1.8718021769015913,2,9.0,0.1,2.3025850929940455,7,2.0,0.2,1.6094379124341003,1,6.0,0.21052631578947367,1.55814461804655,2,4.0,0.15384615384615385,1.8718021769015913,1.484798304412784,0.3870038724888074,0.9549831699463638,0
63,760833,274397,754236,910787,Quetta,2015-07-15,576547.8,301752.1368164424,1.6957425341696346,10.0,2.0,258472.0,255626.6071088845,2.0253262207700677,10.0,1.0,495912.1,238730.91444667245,1.8866967846580787,10.0,1.0,826048.2,114537.17128881998,2.0253262207700677,10.0,1.0,576547.8,301752.1368164424,1.6957425341696346,10.0,2.0,3,2.0,0.125,2.0794415416798357,7,2.0,0.2222222222222222,1.5040773967762742,6,7.0,0.25,1.3862943611198906,7,1.0,0.25,1.3862943611198906,3,2.0,0.125,2.0794415416798357,1.54233471890314,0.5371068227766957,1.201625288879924,0
62,911372,294285,417878,758637,Lahore,2015-04-15,571660.3,295170.84712305944,1.7480673485460896,10.0,1.0,285466.2,242047.7396322194,1.8866967846580784,10.0,1.0,505341.6,232960.39075974553,1.6957425341696348,10.0,2.0,813541.5,114370.14743780163,1.8343719702816237,10.0,2.0,571660.3,295170.84712305944,1.7480673485460896,10.0,1.0,2,3.0,0.1111111111111111,2.1972245773362196,5,7.0,0.16666666666666666,1.791759469228055,8,6.0,0.21428571428571427,1.540445040947149,7,7.0,0.16666666666666666,1.791759469228055,2,3.0,0.1111111111111111,2.1972245773362196,1.652195947769951,0.5450286295662685,1.1832784148074558,0
61,163360,547025,835893,948710,Rawalpindi,2015-01-15,525550.8,320900.3749264803,1.8866967846580784,10.0,1.0,281071.0,236212.46402809108,1.8343719702816235,10.0,2.0,525914.0,253395.82667790283,1.6957425341696346,10.0,2.0,824609.2,122097.65017831717,1.8343719702816237,10.0,2.0,525550.8,320900.3749264803,1.8866967846580784,10.0,1.0,0,2.0,0.25,1.3862943611198906,5,5.0,0.23076923076923078,1.466337068793427,3,8.0,0.058823529411764705,2.833213344056216,0,7.0,0.16666666666666666,1.791759469228055,0,2.0,0.25,1.3862943611198906,1.6298815926385302,-0.2435872315186396,-0.5202051456515452,0
60,409087,153627,695616,987816,Peshawar,2014-10-15,560654.8,280767.70967941155,1.8866967846580784,10.0,1.0,283346.5,234709.609705388,1.8343719702816235,10.0,2.0,579639.8,221791.12912117213,1.6957425341696346,10.0,2.0,861030.5,109106.66636242856,1.6957425341696346,10.0,2.0,560654.8,280767.70967941155,1.8866967846580784,10.0,1.0,7,0.0,0.1,2.3025850929940455,7,5.0,0.23076923076923078,1.466337068793427,6,3.0,0.2,1.6094379124341003,6,0.0,0.4,0.916290731874155,7,0.0,0.1,2.3025850929940455,1.7502788730711238,0.5523062199229216,1.172008345614363,0
59,795153,107586,227008,796010,Muzaffarabad,2014-07-15,590693.2,288886.7470525817,1.8866967846580784,10.0,1.0,282405.0,235468.67490649837,1.8343719702816235,10.0,2.0,536614.8,245523.21450811936,1.6957425341696346,10.0,2.0,850392.6,109809.87232302965,1.5047882836811908,10.0,2.0,590693.2,288886.7470525817,1.8866967846580784,10.0,1.0,3,7.0,0.1,2.3025850929940455,6,7.0,0.16666666666666666,1.791759469228055,8,6.0,0.21428571428571427,1.540445040947149,0,6.0,0.15789473684210525,1.845826690498331,3,7.0,0.1,2.3025850929940455,1.8601401019379344,0.442444991056111,0.9668849915148275,0
58,852954,155479,424358,829364,Karachi,2014-04-15,637802.1,289459.07388953795,1.7480673485460896,10.0,1.0,239055.4,211434.9487915583,1.8866967846580784,10.0,1.0,516414.1,245628.59218812906,1.5047882836811908,10.0,2.0,868973.3,83488.31255670909,1.6957425341696346,10.0,2.0,637802.1,289459.07388953795,1.7480673485460896,10.0,1.0,4,3.0,0.1111111111111111,2.1972245773362196,9,6.0,0.09090909090909091,2.3978952727983707,8,8.0,0.11764705882352941,2.1400661634962708,4,0.0,0.2,1.6094379124341003,4,3.0,0.1111111111111111,2.1972245773362196,1.8719184055035734,0.3253061718326462,0.6991007017691625,0
57,705840,439991,539415,759412,Rawalpindi,2014-01-15,671356.4,274041.81877516455,1.7480673485460891,10.0,1.0,279765.5,206462.38799368654,1.8866967846580784,10.0,1.0,553656.0,212803.27100138494,1.6957425341696346,10.0,2.0,869115.3,83279.52454108375,1.6957425341696346,10.0,2.0,671356.4,274041.81877516455,1.7480673485460891,10.0,1.0,0,4.0,0.23076923076923078,1.466337068793427,1,9.0,0.2,1.6094379124341003,5,8.0,0.23529411764705882,1.4469189829363254,2,4.0,0.36363636363636365,1.0116009116784799,0,4.0,0.23076923076923078,1.466337068793427,1.9086908835161047,-0.44235381472267776,-1.0829335499394244,0
56,623756,216582,742338,797836,Karachi,2013-10-21,701082.1,247294.9802426471,1.7480673485460894,10.0,1.0,287399.3,202095.58123436433,1.7480673485460896,10.0,1.0,598334.1,199050.961220962,1.6094379124341005,10.0,3.0,854339.9,81287.24601812502,1.6957425341696346,10.0,2.0,701082.1,247294.9802426471,1.7480673485460894,10.0,1.0,6,0.0,0.4,0.916290731874155,2,1.0,0.2222222222222222,1.5040773967762742,8,5.0,0.2857142857142857,1.252762968495368,6,2.0,0.18181818181818182,1.7047480922384253,6,0.0,0.4,0.916290731874155,1.8799226762709267,-0.9636319443967717,-2.053620921348506,1
55,157831,342353,712325,841308,Rawalpindi,2013-07-15,636291.8,296757.50912816956,1.8866967846580784,10.0,1.0,255922.7,157763.22085472124,1.8866967846580784,10.0,1.0,589943.4,191403.551128209,1.4708084763221114,10.0,3.0,846788.1,78289.75254278925,1.8866967846580784,10.0,1.0,636291.8,296757.50912816956,1.8866967846580784,10.0,1.0,1,6.0,0.2,1.6094379124341003,3,2.0,0.3333333333333333,1.0986122886681098,5,8.0,0.23529411764705882,1.4469189829363254,8,6.0,0.05263157894736842,2.9444389791664407,1,6.0,0.2,1.6094379124341003,1.8329223133463532,-0.22348440091225297,-0.47492552136900806,0
54,126541,187189,369088,528635,Multan,2013-04-15,550672.7,308959.5327856422,1.8866967846580784,10.0,1.0,271851.4,139122.94791953705,1.8866967846580787,10.0,1.0,571815.5,203754.3409622098,1.2206072645530175,10.0,4.0,815851.5,127687.560473255,1.8866967846580782,10.0,1.0,550672.7,308959.5327856422,1.8866967846580784,10.0,1.0,1,1.0,0.25,1.3862943611198906,9,3.0,0.2222222222222222,1.5040773967762742,8,5.0,0.2857142857142857,1.252762968495368,5,8.0,0.125,2.0794415416798357,1,1.0,0.25,1.3862943611198906,1.784371531768183,-0.3980771706482924,-0.8112029311038419,0
53,714654,86708,586854,862565,Peshawar,2013-01-15,546054.8,305798.26341008267,1.8866967846580784,10.0,1.0,253082.5,150903.07196361362,2.0253262207700673,10.0,1.0,555077.3,193732.26869921395,1.3592367006650063,10.0,4.0,811029.3,124576.56444938248,1.8866967846580782,10.0,1.0,546054.8,305798.26341008267,1.8866967846580784,10.0,1.0,4,1.0,0.125,2.0794415416798357,8,9.0,0.2,1.6094379124341003,4,8.0,0.17647058823529413,1.7346010553881064,5,5.0,0.16666666666666666,1.791759469228055,4,1.0,0.125,2.0794415416798357,1.784371531768183,0.2950700099116528,0.6012946096139039,0
52,917655,146328,147071,424796,Faisalabad,2012-10-15,546683.1,306637.55397263775,1.8866967846580787,10.0,1.0,238286.8,153642.9425040047,2.0253262207700677,10.0,1.0,527996.6,230482.96567869047,1.6094379124341005,10.0,3.0,777645.2,174788.796771545,1.6957425341696344,10.0,2.0,546683.1,306637.55397263775,1.8866967846580787,10.0,1.0,5,4.0,0.07692307692307693,2.5649493574615367,8,8.0,0.4,0.916290731874155,1,4.0,0.2,1.6094379124341003,6,5.0,0.5,0.6931471805599453,5,4.0,0.07692307692307693,2.5649493574615367,1.8211440097807146,0.7438053476808222,1.3858318380369548,0
51,419572,187426,190480,728060,Rawalpindi,2012-07-16,572304.3,280653.1032771993,2.0253262207700677,10.0,1.0,202326.9,108930.04115226124,1.8866967846580787,10.0,1.0,463455.3,224984.70202267802,1.6094379124341005,10.0,3.0,755580.2,164413.77182840992,1.6957425341696344,10.0,2.0,572304.3,280653.1032771993,2.0253262207700677,10.0,1.0,2,5.0,0.06666666666666667,2.70805020110221,6,8.0,0.1,2.3025850929940455,0,1.0,0.125,2.0794415416798357,0,6.0,0.15789473684210525,1.845826690498331,2,5.0,0.06666666666666667,2.70805020110221,1.9533195937789465,0.7547306073232636,1.3038825846712214,0
50,136114,564275,717074,955696,Karachi,2012-04-16,545007.0,310029.77354047087,1.8343719702816237,10.0,2.0,243391.7,155835.8658019178,1.8866967846580787,10.0,1.0,465601.1,227532.86822076183,1.4708084763221114,10.0,3.0,752368.2,159616.4473805879,1.6957425341696344,10.0,2.0,545007.0,310029.77354047087,1.8343719702816237,10.0,2.0,4,2.0,0.125,2.0794415416798357,5,6.0,0.36363636363636365,1.0116009116784799,4,0.0,0.16666666666666666,1.791759469228055,6,0.0,0.4,0.916290731874155,4,2.0,0.125,2.0794415416798357,1.931005238647526,0.1484363030323097,0.2612974809943844,0
49,497831,132287,240705,727121,Hyderabad,2012-01-16,515274.8,297373.4391534584,1.6434177197931796,10.0,2.0,245861.8,153624.1466486018,2.0253262207700677,10.0,1.0,466970.8,225972.8800673998,1.5047882836811908,10.0,2.0,745479.3,159009.06243848696,1.8343719702816235,10.0,2.0,515274.8,297373.4391534584,1.6434177197931796,10.0,2.0,1,4.0,0.07692307692307693,2.5649493574615367,7,5.0,0.23076923076923078,1.466337068793427,5,4.0,0.1,2.3025850929940455,1,6.0,0.21052631578947367,1.55814461804655,1,4.0,0.07692307692307693,2.5649493574615367,1.957241665094275,0.6077076923672617,1.0253755426071935,0
48,91805,104437,222097,971078,Rawalpindi,2011-10-17,439159.9,298746.1408778922,1.6957425341696346,10.0,2.0,240757.6,157753.25347741993,2.0253262207700673,10.0,1.0,446744.7,238893.2952698754,1.6957425341696346,10.0,2.0,759650.7,173014.05922515853,1.6957425341696348,10.0,2.0,439159.9,298746.1408778922,1.6957425341696346,10.0,2.0,5,1.0,0.25,1.3862943611198906,7,7.0,0.08333333333333333,2.4849066497880004,7,5.0,0.14285714285714285,1.9459101490553135,8,1.0,0.125,2.0794415416798357,5,1.0,0.25,1.3862943611198906,1.8761486434726418,-0.4898542823527512,-0.8012437123873116,0
47,631507,18906,118503,498478,Faisalabad,2011-07-15,431726.6,292227.0619946834,1.6957425341696346,10.0,2.0,198649.1,154836.0164349152,1.8866967846580787,10.0,1.0,404653.5,257135.5450312147,1.8866967846580787,10.0,1.0,733557.3,191719.48524923937,1.5047882836811908,10.0,2.0,431726.6,292227.0619946834,1.6957425341696346,10.0,2.0,7,5.0,0.3333333333333333,1.0986122886681098,6,7.0,0.16666666666666666,1.791759469228055,3,7.0,0.125,2.0794415416798357,8,8.0,0.125,2.0794415416798357,7,5.0,0.3333333333333333,1.0986122886681098,1.83937616546011,-0.7407638767920002,-1.1419626778640783,0
46,359875,30207,154907,564781,Lahore,2011-04-15,405338.5,284779.4362115083,1.5047882836811908,10.0,2.0,180011.6,163416.75283234168,1.6957425341696348,10.0,2.0,345910.4,237791.49863609462,1.8866967846580782,10.0,1.0,710251.8,197126.43266120675,1.5571130980576455,10.0,2.0,405338.5,284779.4362115083,1.5047882836811908,10.0,2.0,5,7.0,0.2,1.6094379124341003,7,6.0,0.2727272727272727,1.2992829841302609,7,3.0,0.1,2.3025850929940455,1,8.0,0.125,2.0794415416798357,5,7.0,0.2,1.6094379124341003,1.9086908835161047,-0.29925297108200444,-0.523604510702839,0
45,814544,100930,106130,578023,Quetta,2011-01-15,471009.8,296826.90950144303,1.5047882836811908,10.0,2.0,155869.3,154350.24341056278,1.6957425341696348,10.0,2.0,285290.9,209600.390887278,1.8866967846580784,10.0,1.0,683923.3,195250.9220214677,1.7480673485460894,10.0,1.0,471009.8,296826.90950144303,1.5047882836811908,10.0,2.0,4,5.0,0.2,1.6094379124341003,0,7.0,0.16666666666666666,1.791759469228055,0,7.0,0.25,1.3862943611198906,3,1.0,0.25,1.3862943611198906,4,5.0,0.2,1.6094379124341003,1.9086908835161047,-0.29925297108200444,-0.523604510702839,0
44,63600,674133,728217,800841,Karachi,2010-10-15,464715.7,305483.90789625363,1.6434177197931799,10.0,2.0,204563.7,225664.66566914428,1.6957425341696346,10.0,2.0,321203.8,252026.26119108166,1.6957425341696346,10.0,2.0,711143.9,190102.89166217903,1.6957425341696346,10.0,2.0,464715.7,305483.90789625363,1.6434177197931799,10.0,2.0,0,4.0,0.23076923076923078,1.466337068793427,3,0.0,0.42857142857142855,0.8472978603872037,7,0.0,0.16666666666666666,1.791759469228055,1,3.0,0.3,1.2039728043259361,0,4.0,0.23076923076923078,1.466337068793427,1.9166951542834583,-0.4503580854900313,-0.7986412124305676,0
43,453884,39619,537300,578549,Quetta,2010-07-15,438638.7,292637.7803664267,1.6434177197931799,10.0,2.0,199854.8,228865.78372186222,1.8343719702816235,10.0,2.0,316248.4,246652.50093837548,1.6434177197931796,10.0,2.0,682742.3,186141.68257303938,1.6957425341696348,10.0,2.0,438638.7,292637.7803664267,1.6434177197931799,10.0,2.0,4,0.0,0.1,2.3025850929940455,9,3.0,0.2222222222222222,1.5040773967762742,0,7.0,0.25,1.3862943611198906,9,1.0,0.125,2.0794415416798357,4,0.0,0.1,2.3025850929940455,1.9390095094148794,0.3635755835791661,0.6319100715041601,0
42,236824,170344,657678,895430,Multan,2010-04-15,370555.6,243960.67690747962,1.6094379124341003,10.0,3.0,202256.4,228367.154380932,1.834371970281624,10.0,2.0,367309.1,260217.50180546578,1.6434177197931796,10.0,2.0,729805.7,172687.47035938132,1.6957425341696348,10.0,2.0,370555.6,243960.67690747962,1.6094379124341003,10.0,3.0,4,4.0,0.07692307692307693,2.5649493574615367,4,9.0,0.1,2.3025850929940455,8,0.0,0.16666666666666666,1.791759469228055,0,9.0,0.2,1.6094379124341003,4,4.0,0.07692307692307693,2.5649493574615367,1.9390095094148794,0.6259398480466574,1.0879104978465661,0
41,733918,568369,676157,862789,Bahawalpur,2010-01-15,401990.2,269855.844724467,1.6094379124341,10.0,3.0,240350.7,255749.60692705755,1.8343719702816237,10.0,2.0,415876.8,268731.3020074552,1.6094379124341,10.0,3.0,743278.6,177718.56091347226,1.6957425341696346,10.0,2.0,401990.2,269855.844724467,1.6094379124341,10.0,3.0,8,4.0,0.07692307692307693,2.5649493574615367,9,4.0,0.4444444444444444,0.8109302162163288,7,8.0,0.11764705882352941,2.1400661634962708,9,0.0,0.1,2.3025850929940455,8,4.0,0.07692307692307693,2.5649493574615367,1.924699425050812,0.6402499324107247,1.1524705166062614,0
40,414564,39355,247996,622700,Karachi,2009-10-15,429835.2,253226.75364573082,1.6094379124341,10.0,3.0,187858.7,234896.89739167123,1.8343719702816237,10.0,2.0,368969.0,250645.70098935324,1.6094379124341003,10.0,3.0,709979.0,164176.19105772363,1.5571130980576458,10.0,2.0,429835.2,253226.75364573082,1.6094379124341,10.0,3.0,4,8.0,0.25,1.3862943611198906,5,9.0,0.1,2.3025850929940455,6,7.0,0.25,1.3862943611198906,0,9.0,0.2,1.6094379124341003,4,8.0,0.25,1.3862943611198906,1.8553847069948173,-0.4690903458749267,-0.8130891525856019,0
39,103583,355235,578460,878270,Peshawar,2009-07-15,390410.4,271495.451055487,1.6094379124341,10.0,3.0,210153.5,239570.21761862078,1.8866967846580784,10.0,1.0,402744.5,254173.25416654476,1.4184836619456564,10.0,3.0,725093.9,172667.89120830252,1.5571130980576458,10.0,2.0,390410.4,271495.451055487,1.6094379124341,10.0,3.0,3,4.0,0.15384615384615385,1.8718021769015913,5,5.0,0.23076923076923078,1.466337068793427,0,6.0,0.14285714285714285,1.9459101490553135,0,0.0,0.1,2.3025850929940455,3,4.0,0.15384615384615385,1.8718021769015913,1.786069988938823,0.08573218796276838,0.1645079950510548,0
38,972785,172765,491417,806452,Faisalabad,2009-04-15,478508.4,304734.93641932326,1.6094379124341,10.0,3.0,216986.3,237182.5486671254,1.8343719702816237,10.0,2.0,429676.5,247074.51754087355,1.4184836619456564,10.0,3.0,708631.3,153379.9193303636,1.6957425341696346,10.0,2.0,478508.4,304734.93641932326,1.6094379124341,10.0,3.0,5,3.0,0.2222222222222222,1.5040773967762742,5,5.0,0.23076923076923078,1.466337068793427,7,0.0,0.16666666666666666,1.791759469228055,2,0.0,0.2,1.6094379124341003,5,3.0,0.2222222222222222,1.5040773967762742,1.797848292504461,-0.2937708957281868,-0.573367260400172,0
37,249717,221016,657531,899194,Gujranwala,2009-01-15,440329.4,307341.8303186211,1.6094379124341,10.0,3.0,237197.3,226812.61001444925,1.8343719702816237,10.0,2.0,483579.3,229841.96564695376,1.4184836619456564,10.0,3.0,748702.9,144461.06693842774,1.6957425341696346,10.0,2.0,440329.4,307341.8303186211,1.6094379124341,10.0,3.0,7,5.0,0.3333333333333333,1.0986122886681098,6,5.0,0.07692307692307693,2.5649493574615367,1,7.0,0.125,2.0794415416798357,4,2.0,0.18181818181818182,1.7047480922384253,7,5.0,0.3333333333333333,1.0986122886681098,1.7978482925044612,-0.6992360038363514,-1.3647336673669865,0
36,361846,107225,299109,461906,Hyderabad,2008-10-15,440526.5,307285.1283750974,1.7480673485460896,10.0,3.0,244899.1,220214.61193695667,1.6094379124341003,10.0,3.0,497999.5,210652.51842429972,1.6434177197931796,10.0,2.0,738415.4,161653.9062786778,1.8343719702816237,10.0,2.0,440526.5,307285.1283750974,1.7480673485460896,10.0,3.0,6,7.0,0.2,1.6094379124341003,5,6.0,0.36363636363636365,1.0116009116784799,9,1.0,0.125,2.0794415416798357,6,4.0,0.18181818181818182,1.7047480922384253,6,7.0,0.2,1.6094379124341003,1.797848292504461,-0.1884103800703607,-0.36772990457111765,0
35,890862,228284,747388,890826,Bahawalpur,2008-07-15,448158.3,318354.7775719725,1.9730014063936125,10.0,2.0,257634.5,214573.82398515224,1.4708084763221112,10.0,3.0,562125.3,172202.1061660138,1.6957425341696344,10.0,2.0,769695.7,157376.60636197223,1.6957425341696346,10.0,2.0,448158.3,318354.7775719725,1.9730014063936125,10.0,2.0,2,6.0,0.1,2.3025850929940455,4,5.0,0.15384615384615385,1.8718021769015913,8,9.0,0.375,0.9808292530117262,6,6.0,0.21052631578947367,1.55814461804655,2,6.0,0.1,2.3025850929940455,1.8671630105604557,0.4354220824335897,0.8206204202945638,0
34,526400,259084,458975,941542,Muzaffarabad,2008-04-15,494438.3,288476.10591329756,1.9730014063936125,10.0,2.0,216129.6,157650.05788644668,1.2798542258336676,10.0,3.0,535201.1,164210.73670300734,1.8866967846580782,10.0,1.0,783765.8,166495.91587970644,1.5571130980576458,10.0,2.0,494438.3,288476.10591329756,1.9730014063936125,10.0,2.0,0,2.0,0.25,1.3862943611198906,4,4.0,0.1111111111111111,2.1972245773362196,5,8.0,0.23529411764705882,1.4469189829363254,2,6.0,0.05263157894736842,2.9444389791664407,0,2.0,0.25,1.3862943611198906,1.8591587397931022,-0.4728643786732116,-0.8791369540537726,0
33,4596,21100,752073,788284,Quetta,2008-01-15,449509.5,327800.92706676933,2.0253262207700673,10.0,1.0,214277.7,160044.48145302184,1.4184836619456564,10.0,3.0,556678.4,177983.3843407237,2.0253262207700673,10.0,1.0,804739.3,150183.44787777262,1.5571130980576458,10.0,2.0,449509.5,327800.92706676933,2.0253262207700673,10.0,1.0,6,0.0,0.4,0.916290731874155,0,4.0,0.1111111111111111,2.1972245773362196,3,5.0,0.14285714285714285,1.9459101490553135,4,2.0,0.18181818181818182,1.7047480922384253,6,0.0,0.4,0.916290731874155,1.7205293036811131,-0.8042385718069581,-1.3694555850640369,0
32,827184,184300,541249,991249,Islamabad,2007-10-17,508545.5,338235.8551123923,2.0253262207700673,10.0,1.0,215673.3,159679.24094540274,1.470808476322111,10.0,3.0,545035.5,174414.6852547112,2.0253262207700673,10.0,1.0,814321.2,159387.21167145157,1.6094379124341005,10.0,1.0,508545.5,338235.8551123923,2.0253262207700673,10.0,1.0,4,6.0,0.1,2.3025850929940455,0,0.0,0.14285714285714285,1.9459101490553135,9,3.0,0.2,1.6094379124341003,9,4.0,0.09090909090909091,2.3978952727983707,4,6.0,0.1,2.3025850929940455,1.6942928772343637,0.6082922157596817,1.1059203942837041,0
31,248453,89686,673738,910337,Karachi,2007-07-16,459999.0,337131.55383651395,1.8866967846580784,10.0,1.0,167805.0,104372.16605014949,1.3321790402101223,10.0,3.0,544793.6,174214.18569629223,2.0253262207700677,10.0,1.0,819076.0,161686.38167830443,1.7480673485460896,10.0,1.0,459999.0,337131.55383651395,1.8866967846580784,10.0,1.0,3,4.0,0.15384615384615385,1.8718021769015913,6,0.0,0.2857142857142857,1.252762968495368,8,9.0,0.375,0.9808292530117262,7,9.0,0.2,1.6094379124341003,3,4.0,0.15384615384615385,1.8718021769015913,1.6249781591783694,0.24682401772322193,0.5305019928341778,0
30,278416,329447,549604,739416,Peshawar,2007-04-16,446384.2,341885.8776784377,1.8343719702816237,10.0,2.0,196814.2,105016.05074759858,1.5571130980576458,10.0,2.0,574954.4,139838.3306601671,2.0253262207700677,10.0,1.0,830747.6,149704.26177426582,1.6957425341696344,10.0,2.0,446384.2,341885.8776784377,1.8343719702816237,10.0,2.0,6,3.0,0.1111111111111111,2.1972245773362196,7,6.0,0.2727272727272727,1.2992829841302609,4,8.0,0.17647058823529413,1.7346010553881064,6,7.0,0.3333333333333333,1.0986122886681098,6,3.0,0.1111111111111111,2.1972245773362196,1.7060711808000022,0.49115339653621737,1.0041960437620665,0
29,829275,227759,447759,842059,Lahore,2007-01-15,518953.4,338034.0867625303,1.8343719702816237,10.0,2.0,184066.6,90363.92836647929,1.7480673485460891,10.0,1.0,561884.3,145468.94815889592,1.834371970281624,10.0,2.0,827126.5,148862.62853028145,1.5571130980576458,10.0,2.0,518953.4,338034.0867625303,1.8343719702816237,10.0,2.0,5,6.0,0.2,1.6094379124341003,9,7.0,0.08333333333333333,2.4849066497880004,9,4.0,0.1,2.3025850929940455,9,6.0,0.15789473684210525,1.845826690498331,5,6.0,0.2,1.6094379124341003,1.6798347543532532,-0.07039684191915296,-0.14477447927127107,0
